Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR8438080_1	(1.0, 2.7822317239741077)	(2.0, 0.6710612269137122)	(3.0, 0.4186709424550151)	(4.0, 0.2494209869944771)	(5.0, 0.17320901874616465)	(6.0, 0.19597363263851772)	(7.0, 0.1524239364966249)	(8.0, 0.11085377199754537)	(9.0, 0.08017103153393908)	('>10', 4.032305956410713)	('>50', 2.5961557495496566)	('>100', 5.023061543638775)	('>500', 1.3153987766494446)	('>1k', 7.521230476869173)	('>5k', 5.048795454995348)	('>10k+', 69.62903577013678)
SRR8438080_2	(1.0, 7.741948255042858)	(2.0, 0.9858067581210286)	(3.0, 0.5879208979155532)	(4.0, 0.3840291387057822)	(5.0, 0.33157155017122947)	(6.0, 0.23754379713759724)	(7.0, 0.26327770849417026)	(8.0, 0.2058712908525843)	(9.0, 0.2316052022091573)	('>10', 4.157016449907952)	('>50', 1.7231822950689868)	('>100', 7.147098996377458)	('>500', 1.4915770928598293)	('>1k', 11.673298097670092)	('>5k', 0.0)	('>10k+', 62.83825246946573)
SRR8438081	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438081_1	(1.0, 3.451268059220826)	(2.0, 0.9589837634745271)	(3.0, 0.4750190097061323)	(4.0, 0.24690253611844168)	(5.0, 0.22364360155655943)	(6.0, 0.1932280717448674)	(7.0, 0.2129087086818446)	(8.0, 0.15028850024600798)	(9.0, 0.14492105380865053)	('>10', 4.526546495504764)	('>50', 3.3063470054121753)	('>100', 5.578565997226819)	('>500', 5.070447734490316)	('>1k', 2.486022274902715)	('>5k', 0.0)	('>10k+', 72.97490718790536)
SRR8438081_2	(1.0, 9.876996019143892)	(2.0, 1.3400724605269043)	(3.0, 0.6682470814509998)	(4.0, 0.4616003936127387)	(5.0, 0.42939571498859413)	(6.0, 0.30057700049201597)	(7.0, 0.21917072952542827)	(8.0, 0.15028850024600798)	(9.0, 0.2737397683052288)	('>10', 5.628662163975489)	('>50', 2.4269803640917833)	('>100', 6.646687838260948)	('>500', 3.6722279375587066)	('>1k', 4.125777161515409)	('>5k', 0.0)	('>10k+', 63.77957686630585)
SRR8438082	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438082_1	(1.0, 3.054201199267393)	(2.0, 1.0102615138869142)	(3.0, 0.6498122485845467)	(4.0, 0.3980831793130556)	(5.0, 0.2550743060724411)	(6.0, 0.22580348406412817)	(7.0, 0.1931874252548652)	(8.0, 0.17395231364940247)	(9.0, 0.15053565604275213)	('>10', 3.957415135523906)	('>50', 4.319537019226749)	('>100', 9.504654060699322)	('>500', 3.400433208165723)	('>1k', 19.721007250800763)	('>5k', 0.0)	('>10k+', 52.98604199944804)
SRR8438082_2	(1.0, 7.446497118914805)	(2.0, 1.3548209043847692)	(3.0, 0.8304550358358493)	(4.0, 0.5385831249529577)	(5.0, 0.41397305411756835)	(6.0, 0.33117844329405466)	(7.0, 0.2634373980748162)	(8.0, 0.19402373445510274)	(9.0, 0.248383832470541)	('>10', 4.858120144179706)	('>50', 5.426810400341214)	('>100', 8.36560092997583)	('>500', 5.905179262877071)	('>1k', 14.765038930193272)	('>5k', 0.0)	('>10k+', 49.057897685932446)
SRR8438083	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438083_1	(1.0, 2.248274838613935)	(2.0, 0.52270122760588)	(3.0, 0.25722836437387153)	(4.0, 0.13191198173019053)	(5.0, 0.07832273915230062)	(6.0, 0.06430709109346788)	(7.0, 0.05194034280626253)	(8.0, 0.059360391778585736)	(9.0, 0.06678044075090896)	('>10', 2.2087012440948777)	('>50', 2.7132645742128565)	('>100', 5.361397607446431)	('>500', 1.0008821613778207)	('>1k', 1.1698943879696273)	('>5k', 0.0)	('>10k+', 84.06503260699299)
SRR8438083_2	(1.0, 7.099337966741692)	(2.0, 0.9151393732531968)	(3.0, 0.509510029432861)	(4.0, 0.42871394062311924)	(5.0, 0.24321271631503877)	(6.0, 0.25722836437387153)	(7.0, 0.18467677442226674)	(8.0, 0.2044635716817953)	(9.0, 0.18550122430808041)	('>10', 3.0438689784241464)	('>50', 1.7766895039285038)	('>100', 6.091860206277362)	('>500', 0.6950112537409413)	('>1k', 5.755484652865375)	('>5k', 0.0)	('>10k+', 72.60930144361176)
SRR8438084_1	(1.0, 7.322988898908549)	(2.0, 2.636897913492335)	(3.0, 1.8750583040517428)	(4.0, 1.4552691315028452)	(5.0, 1.119437793463727)	(6.0, 1.0074940141173545)	(7.0, 0.8489069933766598)	(8.0, 0.7711682577194565)	(9.0, 0.4197891725488977)	('>10', 9.869709879038528)	('>50', 9.41571566280046)	('>100', 15.762306041854535)	('>500', 5.192947541901178)	('>1k', 22.26126434279673)	('>5k', 20.041046052427003)	('>10k+', 0.0)
SRR8438084_2	(1.0, 20.833981156130477)	(2.0, 2.643117012344911)	(3.0, 1.6325134488012687)	(4.0, 1.0945613980534221)	(5.0, 0.8084828508349141)	(6.0, 0.5410616001741347)	(7.0, 0.6530053795205074)	(8.0, 0.4975279082061009)	(9.0, 0.5597188967318635)	('>10', 10.472962467738425)	('>50', 6.567368388320532)	('>100', 10.286389502161136)	('>500', 7.798749961130633)	('>1k', 18.679063403712803)	('>5k', 16.931496626138873)	('>10k+', 0.0)
SRR8438085	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438085_1	(1.0, 7.991751048497347)	(2.0, 2.9844521166902243)	(3.0, 1.9880899969877426)	(4.0, 1.3902727251662534)	(5.0, 1.3786871191232013)	(6.0, 0.9314827258613899)	(7.0, 0.9083115137752855)	(8.0, 0.7785527260931019)	(9.0, 0.6256227263248141)	('>10', 8.540908774938016)	('>50', 9.70642074286906)	('>100', 23.551219964316335)	('>500', 7.155270292188984)	('>1k', 32.068957527168244)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438085_2	(1.0, 29.100725258938294)	(2.0, 3.1003081771207452)	(3.0, 1.821257269967792)	(4.0, 1.1678290891396528)	(5.0, 0.9847765136594294)	(6.0, 0.6256227263248141)	(7.0, 0.6163542414903723)	(8.0, 0.7044048474175684)	(9.0, 0.43793590842736985)	('>10', 7.755404685219084)	('>50', 6.793799383645759)	('>100', 18.458187547790626)	('>500', 6.571355747619158)	('>1k', 21.862038603239338)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438086	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438086_1	(1.0, 5.890377736009216)	(2.0, 2.1645546595525373)	(3.0, 1.0095191899593767)	(4.0, 0.8003395379858123)	(5.0, 0.5305281028315042)	(6.0, 0.4365488389013521)	(7.0, 0.4880858546049839)	(8.0, 0.6063178318074335)	(9.0, 0.5729703510580246)	('>10', 7.979142666585824)	('>50', 8.915903716728309)	('>100', 19.23846480324986)	('>500', 2.210028496938095)	('>1k', 23.891954162371913)	('>5k', 25.265264051415752)	('>10k+', 0.0)
SRR8438086_2	(1.0, 25.15006366337234)	(2.0, 2.304007760868247)	(3.0, 1.6643424483114049)	(4.0, 1.2732674467956102)	(5.0, 0.8791608561207784)	(6.0, 0.7275813981689201)	(7.0, 0.5729703510580246)	(8.0, 0.6548232583520281)	(9.0, 0.3546959316073486)	('>10', 8.770387437094525)	('>50', 8.521797126053478)	('>100', 12.578063420845206)	('>500', 2.3525131874128418)	('>1k', 15.076092887891832)	('>5k', 19.120232826047413)	('>10k+', 0.0)
SRR8438087	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438087_1	(1.0, 3.1599790702684953)	(2.0, 0.9787727379987484)	(3.0, 0.7048394874267716)	(4.0, 0.4432178436220747)	(5.0, 0.28727082456986325)	(6.0, 0.2954785624147165)	(7.0, 0.24418020088438375)	(8.0, 0.22160892181103736)	(9.0, 0.166206691358278)	('>10', 4.869240476459182)	('>50', 3.4195487796119792)	('>100', 9.32296422452267)	('>500', 1.7862089484861854)	('>1k', 2.3976854179277516)	('>5k', 14.583098215842986)	('>10k+', 57.11969959679488)
SRR8438087_2	(1.0, 11.312314684668971)	(2.0, 1.3871076957801967)	(3.0, 0.9049030973950692)	(4.0, 0.5786455180621531)	(5.0, 0.40012721993659517)	(6.0, 0.3693482030183956)	(7.0, 0.4021791543978085)	(8.0, 0.2954785624147165)	(9.0, 0.24931003703741705)	('>10', 4.9420841498322545)	('>50', 4.4455160102186335)	('>100', 7.244354615313586)	('>500', 3.1456155290400023)	('>1k', 11.289743405595626)	('>5k', 0.0)	('>10k+', 53.033272117288575)
SRR8438088	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438088_1	(1.0, 2.621535572880526)	(2.0, 0.6143107881954366)	(3.0, 0.32756439038328095)	(4.0, 0.228580758398302)	(5.0, 0.17347646842728273)	(6.0, 0.18980366545573288)	(7.0, 0.1357198252989918)	(8.0, 0.1387811747418262)	(9.0, 0.13776072492754807)	('>10', 3.9501612310706555)	('>50', 1.8255847177435816)	('>100', 4.0134291195559)	('>500', 0.5990040409812645)	('>1k', 4.569574268337483)	('>5k', 0.0)	('>10k+', 80.47471325360219)
SRR8438088_2	(1.0, 7.322747867259888)	(2.0, 1.0347361116780278)	(3.0, 0.5877790930242051)	(4.0, 0.44491611902526634)	(5.0, 0.3571574349973468)	(6.0, 0.23266255765541452)	(7.0, 0.1357198252989918)	(8.0, 0.24490795542675212)	(9.0, 0.14694477325605126)	('>10', 3.90424098942814)	('>50', 3.366463937303563)	('>100', 3.7103555247152946)	('>500', 1.1224947957059472)	('>1k', 7.79215478182783)	('>5k', 0.0)	('>10k+', 69.59671823339728)
SRR8438089	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438089_1	(1.0, 3.772727830773575)	(2.0, 1.1589505604459014)	(3.0, 0.7624028580899415)	(4.0, 0.4567050937350374)	(5.0, 0.5156347832492357)	(6.0, 0.33884571470664065)	(7.0, 0.3523504352203111)	(8.0, 0.22589714313776044)	(9.0, 0.2762329195978049)	('>10', 7.040870195081826)	('>50', 3.856211557585356)	('>100', 7.136630940542399)	('>500', 8.690901501479381)	('>1k', 18.071771451020837)	('>5k', 0.0)	('>10k+', 47.343867015334)
SRR8438089_2	(1.0, 11.604238026837562)	(2.0, 1.6156556541809388)	(3.0, 0.9539243490110861)	(4.0, 0.6433157771966656)	(5.0, 0.5094962739248401)	(6.0, 0.4493388825457626)	(7.0, 0.33516260911200324)	(8.0, 0.41250782659938856)	(9.0, 0.2762329195978049)	('>10', 8.016893177660737)	('>50', 5.255791683547567)	('>100', 9.375959142081937)	('>500', 7.930954047119197)	('>1k', 11.701226474163013)	('>5k', 0.0)	('>10k+', 40.91930315642149)
SRR8438090	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438090_1	(1.0, 3.1503999379740786)	(2.0, 0.7779084342331399)	(3.0, 0.45356455218576763)	(4.0, 0.33597374235982785)	(5.0, 0.2713634072906302)	(6.0, 0.3101296083321488)	(7.0, 0.3075451949293809)	(8.0, 0.2687789938878623)	(9.0, 0.26748678718647834)	('>10', 5.018930828175275)	('>50', 2.753692480649205)	('>100', 4.2203470867199915)	('>500', 0.0)	('>1k', 5.064158062723713)	('>5k', 7.7790843423314)	('>10k+', 69.02063654102109)
SRR8438090_2	(1.0, 7.8837530851435)	(2.0, 1.2947911147867213)	(3.0, 0.8257200821843462)	(4.0, 0.5892462558310827)	(5.0, 0.4135061444428651)	(6.0, 0.4341814516650083)	(7.0, 0.3075451949293809)	(8.0, 0.2687789938878623)	(9.0, 0.3721555299985786)	('>10', 5.725767893832297)	('>50', 2.753692480649205)	('>100', 5.042190548800186)	('>500', 2.986289686898316)	('>1k', 4.8031323090441544)	('>5k', 6.722059260599325)	('>10k+', 59.57718996730718)
SRR8438091	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438091_1	(1.0, 2.224494706448508)	(2.0, 0.5317613089509143)	(3.0, 0.2634744947064485)	(4.0, 0.19730510105871027)	(5.0, 0.16843118383060635)	(6.0, 0.18046198267564964)	(7.0, 0.2779114533205005)	(8.0, 0.21174205967276227)	(9.0, 0.19489894128970164)	('>10', 5.001203079884505)	('>50', 1.8310875842155918)	('>100', 2.4651106833493746)	('>500', 0.0)	('>1k', 0.0)	('>5k', 8.647738209817133)	('>10k+', 77.8043792107796)
SRR8438091_2	(1.0, 7.059672762271414)	(2.0, 1.0635226179018287)	(3.0, 0.6388354186717998)	(4.0, 0.42348411934552455)	(5.0, 0.22256977863330127)	(6.0, 0.32483156881616937)	(7.0, 0.3284408084696824)	(8.0, 0.22136669874879694)	(9.0, 0.2598652550529355)	('>10', 4.516361886429259)	('>50', 2.212463907603465)	('>100', 5.688161693936477)	('>500', 1.9525986525505294)	('>1k', 1.5892685274302214)	('>5k', 17.812800769971126)	('>10k+', 55.68575553416747)
SRR8438092	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438092_1	(1.0, 3.9692093992360227)	(2.0, 1.2594050237295984)	(3.0, 0.8438476675541151)	(4.0, 0.5370992012964464)	(5.0, 0.4109271906470657)	(6.0, 0.3958791526797083)	(7.0, 0.3079060076397731)	(8.0, 0.37041324227341127)	(9.0, 0.30211830072925105)	('>10', 7.672184280588031)	('>50', 3.4043292047690707)	('>100', 6.802870702627619)	('>500', 4.429910869313578)	('>1k', 22.190068294941547)	('>5k', 15.544623220280124)	('>10k+', 31.55920824169464)
SRR8438092_2	(1.0, 14.612802407686074)	(2.0, 1.944669521935409)	(3.0, 1.205000578770691)	(4.0, 0.7269359879615697)	(5.0, 0.7176756569047343)	(6.0, 0.5347841185322375)	(7.0, 0.4294478527607362)	(8.0, 0.49079754601227)	(9.0, 0.4479685148744068)	('>10', 8.366709109850676)	('>50', 3.5594397499710615)	('>100', 10.219932862599839)	('>500', 3.121889107535594)	('>1k', 16.39888876027318)	('>5k', 24.00277809931705)	('>10k+', 13.220280125014469)
SRR8438093	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438093_1	(1.0, 7.075899606894466)	(2.0, 2.781977623223465)	(3.0, 1.2095554883580284)	(4.0, 0.5241407116218123)	(5.0, 0.554379598830763)	(6.0, 0.48382219534321136)	(7.0, 0.42334442092530994)	(8.0, 0.1612740651144038)	(9.0, 0.09071666162685213)	('>10', 10.301380909182543)	('>50', 11.50085676847092)	('>100', 43.614554984376575)	('>500', 5.332123777844975)	('>1k', 15.945973188186674)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438093_2	(1.0, 14.484426973087391)	(2.0, 3.5480294325168833)	(3.0, 1.6933776837012398)	(4.0, 1.1289184558008265)	(5.0, 0.9575647616167726)	(6.0, 0.6047777441790142)	(7.0, 0.49390182441286157)	(8.0, 0.1612740651144038)	(9.0, 0.3628666465074085)	('>10', 11.652051204515674)	('>50', 13.839330712629774)	('>100', 32.083459328696705)	('>500', 5.362362665053926)	('>1k', 13.62765850216712)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438094	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438094_1	(1.0, 2.836574864104332)	(2.0, 0.601218258049205)	(3.0, 0.25088431068970585)	(4.0, 0.0994496366697933)	(5.0, 0.11866149829918518)	(6.0, 0.0813678845480127)	(7.0, 0.07910766553279013)	(8.0, 0.0361635042435612)	(9.0, 0.04068394227400635)	('>10', 2.415044017765321)	('>50', 3.0716376416874795)	('>100', 4.062743679862579)	('>500', 2.3483675568162554)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 83.95809553945777)
SRR8438094_2	(1.0, 8.828415473459378)	(2.0, 0.9967565857131556)	(3.0, 0.5153299354707471)	(4.0, 0.32095110016160566)	(5.0, 0.2090702589080882)	(6.0, 0.1898583972786963)	(7.0, 0.18194763072541728)	(8.0, 0.1356131409133545)	(9.0, 0.18307774023302859)	('>10', 2.893080339484896)	('>50', 2.09748324612655)	('>100', 5.976019076248488)	('>500', 1.3629120661792127)	('>1k', 2.6885305186072532)	('>5k', 0.0)	('>10k+', 73.42095449049013)
SRR8438095	(1.0, 93.10344827586206)	(2.0, 6.896551724137931)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438095_1	(1.0, 3.4555656759887103)	(2.0, 0.7354181425631684)	(3.0, 0.3204803832270688)	(4.0, 0.2968660391998111)	(5.0, 0.21365358881804586)	(6.0, 0.19566170765442092)	(7.0, 0.1889147522180616)	(8.0, 0.19791069279987403)	(9.0, 0.18216779678170225)	('>10', 5.47402984403288)	('>50', 3.158699636788899)	('>100', 3.5027943640432255)	('>500', 0.0)	('>1k', 5.140055549933092)	('>5k', 0.0)	('>10k+', 76.93778182595103)
SRR8438095_2	(1.0, 9.287184158148635)	(2.0, 1.3336481912536966)	(3.0, 0.6713220659177547)	(4.0, 0.6252178704359658)	(5.0, 0.36546008613613107)	(6.0, 0.33060081638160776)	(7.0, 0.2912435763361783)	(8.0, 0.26088227687256127)	(9.0, 0.26313126201801434)	('>10', 6.461334322886797)	('>50', 2.7010311596891903)	('>100', 4.388894511351753)	('>500', 0.0)	('>1k', 8.397710533121929)	('>5k', 0.0)	('>10k+', 64.62233916944979)
SRR8438096	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438096_1	(1.0, 6.0656524316238105)	(2.0, 1.8346552259448474)	(3.0, 1.177001891106156)	(4.0, 0.8580541364418979)	(5.0, 0.8891021479578876)	(6.0, 0.50805837026165)	(7.0, 0.6717660673459596)	(8.0, 0.49676818425583563)	(9.0, 0.4318496147224025)	('>10', 7.011205509610771)	('>50', 5.289452143724068)	('>100', 15.998193570239069)	('>500', 6.212424849699398)	('>1k', 29.08351915097801)	('>5k', 23.472296706088233)	('>10k+', 0.0)
SRR8438096_2	(1.0, 14.236924553332017)	(2.0, 2.359648875215219)	(3.0, 1.2870812046628468)	(4.0, 0.9935363685116713)	(5.0, 0.7903130204070112)	(6.0, 0.6774111603488667)	(7.0, 0.5532191142849079)	(8.0, 0.4516074402325779)	(9.0, 0.5842671258008976)	('>10', 8.052725168647154)	('>50', 7.220073950718338)	('>100', 14.502243924468655)	('>500', 6.542662790369472)	('>1k', 22.055378362358518)	('>5k', 19.692906940641848)	('>10k+', 0.0)
SRR8438097	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438097_1	(1.0, 8.502645337006543)	(2.0, 2.1162696052343235)	(3.0, 1.3430172494756285)	(4.0, 0.9391729017312087)	(5.0, 0.8296027298625677)	(6.0, 0.9203894436965846)	(7.0, 0.35062454997965126)	(8.0, 0.8014275428106313)	(9.0, 0.8170804245061516)	('>10', 10.822402404282629)	('>50', 6.452117834893404)	('>100', 12.475346711329555)	('>500', 1.5746798985693267)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 52.055223366621796)
SRR8438097_2	(1.0, 18.59249287793883)	(2.0, 2.3854991703972703)	(3.0, 1.1457909401120747)	(4.0, 0.6511598785336381)	(5.0, 0.6261152678208058)	(6.0, 0.7701217794195911)	(7.0, 0.5040227905957486)	(8.0, 0.4508029928309802)	(9.0, 0.39445261872710763)	('>10', 10.230723476191967)	('>50', 5.660082021100084)	('>100', 12.0433271765332)	('>500', 3.4999843471183048)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 43.0454246626804)
SRR8438098	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438098_1	(1.0, 7.229174422267404)	(2.0, 2.073251052375362)	(3.0, 1.0953294579193036)	(4.0, 0.7617193092981301)	(5.0, 0.6657884940293806)	(6.0, 0.4982675181123107)	(7.0, 0.5813121044643624)	(8.0, 0.3321783454082071)	(9.0, 0.46390424100111677)	('>10', 5.7673033418287)	('>50', 5.025629277512099)	('>100', 15.287362904842357)	('>500', 5.045674522493628)	('>1k', 14.305145900747402)	('>5k', 21.60447868045016)	('>10k+', 19.26348042725008)
SRR8438098_2	(1.0, 15.317430772314653)	(2.0, 2.5972910283210675)	(3.0, 1.460439277225738)	(4.0, 1.0538071647432776)	(5.0, 0.9020360241688383)	(6.0, 0.5755848916124967)	(7.0, 0.6314252169181868)	(8.0, 0.572721285186564)	(9.0, 0.3221557229174422)	('>10', 7.9636894705191725)	('>50', 4.680564703187194)	('>100', 17.546748374903352)	('>500', 3.7183929440737664)	('>1k', 19.604249591936085)	('>5k', 8.096847169325049)	('>10k+', 14.956616362647118)
SRR8438099	(1.0, 88.57142857142857)	(2.0, 11.428571428571429)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438099_1	(1.0, 2.1198928596825297)	(2.0, 0.4661709978429715)	(3.0, 0.2204435735562526)	(4.0, 0.12957973499363953)	(5.0, 0.06716022850280097)	(6.0, 0.09007371822728602)	(7.0, 0.06083926582018442)	(8.0, 0.08217251487401532)	(9.0, 0.03555541508971816)	('>10', 1.628438011109092)	('>50', 2.1206829800178566)	('>100', 4.7944501947646625)	('>500', 1.0635019713502365)	('>1k', 1.9974242077068338)	('>5k', 0.0)	('>10k+', 85.12361432646192)
SRR8438099_2	(1.0, 8.911767262154026)	(2.0, 0.9750084937936048)	(3.0, 0.47407220119624216)	(4.0, 0.3571343915678358)	(5.0, 0.2646903123345686)	(6.0, 0.213332490538309)	(7.0, 0.21017200919700071)	(8.0, 0.18330791779588032)	(9.0, 0.16355490941270356)	('>10', 3.427542014648831)	('>50', 3.354850943798741)	('>100', 2.9732228218357655)	('>500', 1.4870064710855464)	('>1k', 6.012025631503678)	('>5k', 0.0)	('>10k+', 70.99231212913728)
SRR8438100	(1.0, 100.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR8438100_1	(1.0, 3.3149688928865904)	(2.0, 1.0025485345926093)	(3.0, 0.6689903305599281)	(4.0, 0.4085151038153062)	(5.0, 0.4450565924593359)	(6.0, 0.4160107937935687)	(7.0, 0.30826025035604526)	(8.0, 0.2773405291957125)	(9.0, 0.24454688554081402)	('>10', 5.462484071658796)	('>50', 2.2562026834570124)	('>100', 8.61161082377633)	('>500', 3.4208455138295477)	('>1k', 19.745521325237988)	('>5k', 17.072370886740124)	('>10k+', 36.344726782100295)
