Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR8438135_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.011814046901766191)	(36.0, 0.01772107035264929)	(37.0, 0.01772107035264929)	(38.0, 0.029535117254415474)	(39.0, 0.09451237521412952)	(40.0, 0.15358260972296048)	(41.0, 0.27172307874062257)	(42.0, 0.5080040167759456)	(43.0, 1.5653612144840174)	(44.0, 4.400732470907954)	(45.0, 4.6488274558450415)	(46.0, 2.734951857758874)	(47.0, 2.1029003485143716)	(48.0, 4.270777954988522)	(49.0, 5.759347864611001)	(50.0, 6.42093449110987)	(51.0, 7.755921791009373)	(52.0, 11.288321814637643)	(53.0, 12.694193395947979)	(54.0, 7.667316439246133)	(55.0, 6.143304388918381)	(56.0, 4.276684978439406)	(57.0, 3.626912398842247)	(58.0, 2.6936026936026907)	(59.0, 3.349282296650733)	(60.0, 2.835371256423889)	(61.0, 1.0337291039045442)	(62.0, 0.41349164156181645)	(63.0, 0.2776301021915057)	(64.0, 0.7147498375568548)	(65.0, 1.116427432216908)	(66.0, 0.5907023450883089)	(67.0, 0.2776301021915057)	(68.0, 0.10041939866501262)	(69.0, 0.041349164156181666)	(70.0, 0.03544214070529857)	(71.0, 0.011814046901766191)	(72.0, 0.005907023450883096)	(73.0, 0.023628093803532382)	(74.0, 0.005907023450883096)	(75.0, 0.011814046901766191)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438136	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 0.0)	(43.0, 33.33333333333333)	(44.0, 33.33333333333333)	(45.0, 33.33333333333333)	(46.0, 0.0)	(47.0, 0.0)	(48.0, 0.0)	(49.0, 0.0)	(50.0, 0.0)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438136_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.008907892392659844)	(30.0, 0.013361838588989768)	(31.0, 0.01781578478531969)	(32.0, 0.02226973098164961)	(33.0, 0.062355246748618906)	(34.0, 0.14252627828255754)	(35.0, 0.21378941742383642)	(36.0, 0.4453946196329917)	(37.0, 0.6680919294494894)	(38.0, 1.055585248530191)	(39.0, 1.282736504543014)	(40.0, 1.8083021557099412)	(41.0, 2.222519151968636)	(42.0, 2.347229645465877)	(43.0, 2.6322822020310004)	(44.0, 2.57438090147871)	(45.0, 2.396223053625508)	(46.0, 2.039907357919104)	(47.0, 2.6723677177979708)	(48.0, 4.222340994120759)	(49.0, 8.934616069837906)	(50.0, 7.1530375913057345)	(51.0, 7.718688758239699)	(52.0, 5.006235524674781)	(53.0, 5.576340637804979)	(54.0, 15.43737751647973)	(55.0, 13.620167468377517)	(56.0, 5.15766969534999)	(57.0, 3.923926598966672)	(58.0, 0.4097630500623523)	(59.0, 0.12025654730090787)	(60.0, 0.05790130055228898)	(61.0, 0.01781578478531969)	(62.0, 0.013361838588989768)	(63.0, 0.004453946196329922)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438136_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.004519161243673131)	(26.0, 0.0)	(27.0, 0.009038322487346262)	(28.0, 0.009038322487346262)	(29.0, 0.009038322487346262)	(30.0, 0.018076644974692524)	(31.0, 0.022595806218365655)	(32.0, 0.022595806218365655)	(33.0, 0.022595806218365655)	(34.0, 0.022595806218365655)	(35.0, 0.004519161243673131)	(36.0, 0.018076644974692524)	(37.0, 0.04067245119305818)	(38.0, 0.09942154736080884)	(39.0, 0.15365148228488648)	(40.0, 0.2530730296456954)	(41.0, 0.3886478669558888)	(42.0, 0.6823933477946439)	(43.0, 0.8902747650036088)	(44.0, 1.0665220535068585)	(45.0, 1.5003615328994728)	(46.0, 1.834779464931284)	(47.0, 2.6572668112798175)	(48.0, 4.550795372378821)	(49.0, 9.693600867679022)	(50.0, 12.590383224873827)	(51.0, 7.791033984092416)	(52.0, 7.827187274041806)	(53.0, 7.339117859725051)	(54.0, 6.683839479392419)	(55.0, 13.164316702820381)	(56.0, 10.032537960954544)	(57.0, 5.056941431670183)	(58.0, 3.014280549530005)	(59.0, 1.174981923355012)	(60.0, 0.5197035430224101)	(61.0, 0.2666305133767147)	(62.0, 0.18076644974692532)	(63.0, 0.11297903109182825)	(64.0, 0.08586406362978947)	(65.0, 0.049710773680404455)	(66.0, 0.03163412870571192)	(67.0, 0.03163412870571192)	(68.0, 0.022595806218365655)	(69.0, 0.018076644974692524)	(70.0, 0.013557483731019393)	(71.0, 0.009038322487346262)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.004519161243673131)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.004519161243673131)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438137	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 8.333333333333334)	(42.0, 0.0)	(43.0, 16.666666666666668)	(44.0, 16.666666666666668)	(45.0, 16.666666666666668)	(46.0, 16.666666666666668)	(47.0, 0.0)	(48.0, 16.666666666666668)	(49.0, 8.333333333333334)	(50.0, 0.0)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438137_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.002787068004459337)	(28.0, 0.002787068004459337)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.002787068004459337)	(32.0, 0.008361204013378013)	(33.0, 0.022296544035674697)	(34.0, 0.044593088071349395)	(35.0, 0.06967670011148341)	(36.0, 0.15050167224080424)	(37.0, 0.19230769230769418)	(38.0, 0.5518394648829501)	(39.0, 0.7692307692307753)	(40.0, 2.1571906354515504)	(41.0, 2.759197324414733)	(42.0, 0.9503901895206297)	(43.0, 0.8639910813823913)	(44.0, 0.8472686733556356)	(45.0, 2.399665551839499)	(46.0, 2.1404682274247957)	(47.0, 0.8305462653288798)	(48.0, 1.3600891861761588)	(49.0, 3.6538461538461298)	(50.0, 10.197881828316731)	(51.0, 10.320512820512915)	(52.0, 13.520066889631508)	(53.0, 9.821627647714807)	(54.0, 5.507246376811692)	(55.0, 9.89966555183965)	(56.0, 12.35228539576331)	(57.0, 3.7430323299888233)	(58.0, 1.649944258639938)	(59.0, 1.7530657748049367)	(60.0, 1.1036789297658924)	(61.0, 0.18115942028985688)	(62.0, 0.09754738015607683)	(63.0, 0.03901895206243072)	(64.0, 0.016722408026756022)	(65.0, 0.008361204013378013)	(66.0, 0.002787068004459337)	(67.0, 0.0)	(68.0, 0.002787068004459337)	(69.0, 0.002787068004459337)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438137_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.002835029626059575)	(32.0, 0.002835029626059575)	(33.0, 0.0)	(34.0, 0.00567005925211915)	(35.0, 0.014175148130297875)	(36.0, 0.18711195531993188)	(37.0, 0.5131403623167844)	(38.0, 1.3466390723782993)	(39.0, 1.0177756357553822)	(40.0, 0.6010262807246306)	(41.0, 0.4479346809174137)	(42.0, 0.36855385138774505)	(43.0, 0.33736852550108953)	(44.0, 0.4479346809174137)	(45.0, 0.6237065177331069)	(46.0, 1.3381339835001205)	(47.0, 2.1149321010404663)	(48.0, 2.3360644118731058)	(49.0, 2.8010092705468495)	(50.0, 8.44271822640578)	(51.0, 6.424177132651134)	(52.0, 9.074929833017013)	(53.0, 13.931335582455961)	(54.0, 10.041674935503107)	(55.0, 5.896861622203993)	(56.0, 4.8053752161709316)	(57.0, 9.296062143849609)	(58.0, 6.80974116179528)	(59.0, 4.57857284608614)	(60.0, 2.097921923284108)	(61.0, 1.3352989538740607)	(62.0, 1.3211238057437624)	(63.0, 0.5726759844640353)	(64.0, 0.30901822924049355)	(65.0, 0.1615966886853958)	(66.0, 0.08505088878178726)	(67.0, 0.0793808295296681)	(68.0, 0.093555977659966)	(69.0, 0.0652056813993702)	(70.0, 0.02551526663453618)	(71.0, 0.008505088878178725)	(72.0, 0.0113401185042383)	(73.0, 0.00567005925211915)	(74.0, 0.002835029626059575)	(75.0, 0.002835029626059575)	(76.0, 0.002835029626059575)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.002835029626059575)	(80.0, 0.002835029626059575)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.002835029626059575)	(86.0, 0.0)	(87.0, 0.002835029626059575)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438138	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 2.2727272727272725)	(42.0, 0.0)	(43.0, 6.8181818181818175)	(44.0, 4.545454545454545)	(45.0, 4.545454545454545)	(46.0, 9.09090909090909)	(47.0, 9.09090909090909)	(48.0, 11.363636363636362)	(49.0, 13.636363636363633)	(50.0, 11.363636363636362)	(51.0, 13.636363636363633)	(52.0, 9.09090909090909)	(53.0, 0.0)	(54.0, 2.2727272727272725)	(55.0, 2.2727272727272725)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438138_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0008801732180890877)	(27.0, 0.0)	(28.0, 0.007041385744712702)	(29.0, 0.009681905398979966)	(30.0, 0.0008801732180890877)	(31.0, 0.0)	(32.0, 0.0017603464361781755)	(33.0, 0.00792155896280179)	(34.0, 0.07833541640992871)	(35.0, 0.02640519654267263)	(36.0, 0.012322425053247228)	(37.0, 0.017603464361781746)	(38.0, 0.044008660904454405)	(39.0, 0.061612125266236106)	(40.0, 0.11354234513349239)	(41.0, 0.16283204534648166)	(42.0, 0.1795553364901742)	(43.0, 0.23676659566596409)	(44.0, 0.34678824792709884)	(45.0, 0.34502790149092066)	(46.0, 0.8520076751102347)	(47.0, 1.1820726318936237)	(48.0, 0.43392539651792106)	(49.0, 0.42776418399129723)	(50.0, 1.417959054341497)	(51.0, 27.867164257922077)	(52.0, 44.98565317655848)	(53.0, 15.374865773578005)	(54.0, 3.3340961501214434)	(55.0, 1.093175136866631)	(56.0, 0.6310841973698823)	(57.0, 0.4858556163851787)	(58.0, 0.12498459696865061)	(59.0, 0.05193021986725617)	(60.0, 0.02552502332458354)	(61.0, 0.0211241572341381)	(62.0, 0.013202598271336312)	(63.0, 0.008801732180890878)	(64.0, 0.00792155896280179)	(65.0, 0.004400866090445438)	(66.0, 0.0017603464361781755)	(67.0, 0.0017603464361781755)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR8438138_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0008956159598763017)	(30.0, 0.0008956159598763017)	(31.0, 0.006269311719134111)	(32.0, 0.008060543638886714)	(33.0, 0.0008956159598763017)	(34.0, 0.004478079799381507)	(35.0, 0.04209395011418621)	(36.0, 0.06537996507096996)	(37.0, 0.023286014956783837)	(38.0, 0.019703551117278627)	(39.0, 0.027764094756165356)	(40.0, 0.06627558103084627)	(41.0, 0.11911692266354823)	(42.0, 0.15673279297835316)	(43.0, 0.17195826429625036)	(44.0, 0.2409206932067246)	(45.0, 0.313465585956704)	(46.0, 0.3900407505261287)	(47.0, 1.0519009448747034)	(48.0, 0.9520397653485014)	(49.0, 0.6546952666695833)	(50.0, 0.8544176257219901)	(51.0, 2.3138238323405003)	(52.0, 22.896869822211194)	(53.0, 38.57955308765369)	(54.0, 17.755586404543543)	(55.0, 6.071380592001206)	(56.0, 2.90358694191906)	(57.0, 1.5100085083514283)	(58.0, 0.8974071917960501)	(59.0, 0.5973758452374984)	(60.0, 0.3985491021449538)	(61.0, 0.2937620348394257)	(62.0, 0.22121714208944626)	(63.0, 0.14240293762033224)	(64.0, 0.08508351618824854)	(65.0, 0.05373695759257809)	(66.0, 0.036720254354928386)	(67.0, 0.021494783037031232)	(68.0, 0.009851775558639319)	(69.0, 0.008060543638886714)	(70.0, 0.005373695759257809)	(71.0, 0.002686847879628905)	(72.0, 0.004478079799381507)	(73.0, 0.004478079799381507)	(74.0, 0.0008956159598763017)	(75.0, 0.0008956159598763017)	(76.0, 0.0008956159598763017)	(77.0, 0.0008956159598763017)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0008956159598763017)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0008956159598763017)	(88.0, 0.0017912319197526034)	(89.0, 0.0008956159598763017)	(90.0, 0.0)	(91.0, 0.0008956159598763017)	(92.0, 0.0017912319197526034)	(93.0, 0.0008956159598763017)	(94.0, 0.0008956159598763017)	(95.0, 0.0008956159598763017)	(96.0, 0.0)	(97.0, 0.0008956159598763017)	(98.0, 0.0008956159598763017)	(99.0, 0.0)	(100.0, 0.0)
