Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,FishID,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,Sample Name,SRA Study
SRR8438132,AMPLICON,500,51844289,PRJNA514914,SAMN10737153,Metagenome or environmental,34633571,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245542,LI58,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,skin,26.9942 N 89.9939 W,LI58.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI58.SKIN,SRP178885
SRR8438133,AMPLICON,501,14584998,PRJNA514914,SAMN10737146,Metagenome or environmental,9895725,NOVA SOUTHEASTERN UNIVERSITY,5/11/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245541,CC53.N3,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Illicium,28.5120 N 88.0278 W,CC53.N3.ILL,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC53.N3.ILL,SRP178885
SRR8438134,AMPLICON,501,7440831,PRJNA514914,SAMN10737147,Metagenome or environmental,5297274,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245540,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Caruncles,27.0028 N 90.0065 W,CC57.CAR,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.CAR,SRP178885
SRR8438135,AMPLICON,500,5667689,PRJNA514914,SAMN10737148,Metagenome or environmental,4122432,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245539,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,27.0028 N 90.0065 W,CC57.FIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.FIN,SRP178885
SRR8438136,AMPLICON,501,7484578,PRJNA514914,SAMN10737149,Metagenome or environmental,5388245,NOVA SOUTHEASTERN UNIVERSITY,8/5/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245538,CC57,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,27.0028 N 90.0065 W,CC57.GILLS,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC57.GILLS,SRP178885
SRR8438137,AMPLICON,500,11853065,PRJNA514914,SAMN10737154,Metagenome or environmental,8516221,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245537,CC60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Caruncles,26.9744 N 88.9683 W,CC60.CAR,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC60.CAR,SRP178885
SRR8438138,AMPLICON,500,36206720,PRJNA514914,SAMN10737155,Metagenome or environmental,24747763,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245536,CC59,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,26.9937 N 89.9942 W,CC59.HEAD,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC59.HEAD,SRP178885
SRR8438139,AMPLICON,500,14911197,PRJNA514914,SAMN10737234,Metagenome or environmental,8584951,NOVA SOUTHEASTERN UNIVERSITY,5/2/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245535,MJ02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus johnsonii,Illumina MiSeq,gills,28.9180 N 87.9980 W,M4,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,M4,SRP178885
SRR8438140,AMPLICON,500,16188767,PRJNA514914,SAMN10737235,Metagenome or environmental,9087134,NOVA SOUTHEASTERN UNIVERSITY,5/2/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245534,MJ02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus johnsonii,Illumina MiSeq,Esca,28.9180 N 87.9980 W,MJ002,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,MJ002,SRP178885
SRR8438141,AMPLICON,501,62179011,PRJNA514914,SAMN10737230,Metagenome or environmental,44897412,NOVA SOUTHEASTERN UNIVERSITY,8/17/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245533,CC79.1,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,28.5154 N 87.5308 W,CC79.1.E,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC79.1.E,SRP178885
SRR8438142,AMPLICON,501,13519333,PRJNA514914,SAMN10737231,Metagenome or environmental,7933575,NOVA SOUTHEASTERN UNIVERSITY,5/2/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245532,MJ02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus johnsonii,Illumina MiSeq,skin,28.9180 N 87.9980 W,M1,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,M1,SRP178885
SRR8438143,AMPLICON,501,13647013,PRJNA514914,SAMN10737232,Metagenome or environmental,8013237,NOVA SOUTHEASTERN UNIVERSITY,5/2/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245531,MJ02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus johnsonii,Illumina MiSeq,fin,28.9180 N 87.9980 W,M2,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,M2,SRP178885
SRR8438144,AMPLICON,501,14152762,PRJNA514914,SAMN10737233,Metagenome or environmental,8507892,NOVA SOUTHEASTERN UNIVERSITY,5/2/15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245530,MJ02,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Melanocetus johnsonii,Illumina MiSeq,Guts,28.9180 N 87.9980 W,M3,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,M3,SRP178885
SRR8438145,AMPLICON,501,51249102,PRJNA514914,SAMN10737226,Metagenome or environmental,36130726,NOVA SOUTHEASTERN UNIVERSITY,8/16/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245529,LI78,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,Esca,28.0343 N 87.5047 W,LI78.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI78.ESCA,SRP178885
SRR8438146,AMPLICON,501,46320697,PRJNA514914,SAMN10737227,Metagenome or environmental,32544120,NOVA SOUTHEASTERN UNIVERSITY,8/16/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245528,LI78,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,skin,28.0343 N 87.5047 W,LI78.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI78.SKIN,SRP178885
SRR8438147,AMPLICON,501,32134905,PRJNA514914,SAMN10737228,Metagenome or environmental,22750753,NOVA SOUTHEASTERN UNIVERSITY,8/16/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245527,ON78,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,Esca,28.0343 N 87.5047 W,ON78.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON78.ESCA,SRP178885
SRR8438148,AMPLICON,501,44916988,PRJNA514914,SAMN10737229,Metagenome or environmental,31539665,NOVA SOUTHEASTERN UNIVERSITY,8/16/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245526,ON78,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Oneirodidae,Illumina MiSeq,skin,28.0343 N 87.5047 W,ON78.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,ON78.SKIN,SRP178885
SRR8438149,AMPLICON,500,40355037,PRJNA514914,SAMN10737157,Metagenome or environmental,27069137,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245525,GI59,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Gigantactinidae,Illumina MiSeq,skin,26.9937 N 89.9942 W,GI59.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,GI59.SKIN,SRP178885
SRR8438150,AMPLICON,500,30749370,PRJNA514914,SAMN10737156,Metagenome or environmental,20810140,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245524,GI59,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Gigantactinidae,Illumina MiSeq,Esca,26.9937 N 89.9942 W,GI59.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,GI59.ESCA,SRP178885
SRR8438151,AMPLICON,500,11842939,PRJNA514914,SAMN10737159,Metagenome or environmental,8226089,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245523,LI59,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,skin,26.9937 N 89.9942 W,LI59.SKIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI59.SKIN,SRP178885
SRR8438152,AMPLICON,501,5965900,PRJNA514914,SAMN10737158,Metagenome or environmental,4225618,NOVA SOUTHEASTERN UNIVERSITY,8/6/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245522,LI59,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Linophrynidae,Illumina MiSeq,Esca,26.9937 N 89.9942 W,LI59.ESCA,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,LI59.ESCA,SRP178885
SRR8438153,AMPLICON,501,8184031,PRJNA514914,SAMN10737161,Metagenome or environmental,5875955,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245521,CC60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Esca,26.9744 N 88.9683 W,CC60.ESCALBUD,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC60.ESCALBUD,SRP178885
SRR8438154,AMPLICON,500,84901139,PRJNA514914,SAMN10737160,Metagenome or environmental,57819660,NOVA SOUTHEASTERN UNIVERSITY,8/8/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245520,CC62,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Caruncles,27.0174 N 87.9766 W,CC62.CAR,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC62.CAR,SRP178885
SRR8438155,AMPLICON,501,54036367,PRJNA514914,SAMN10737163,Metagenome or environmental,38345426,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245519,CC60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,gills,26.9744 N 88.9683 W,CC60.GILLS,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC60.GILLS,SRP178885
SRR8438156,AMPLICON,501,51310609,PRJNA514914,SAMN10737162,Metagenome or environmental,34472982,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245518,CC60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,fin,26.9744 N 88.9683 W,CC60.FIN,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC60.FIN,SRP178885
SRR8438157,AMPLICON,500,67181628,PRJNA514914,SAMN10737165,Metagenome or environmental,47921755,NOVA SOUTHEASTERN UNIVERSITY,8/8/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245517,CC62,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Illicium,27.0174 N 87.9766 W,CC62.ILL,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC62.ILL,SRP178885
SRR8438158,AMPLICON,500,48141290,PRJNA514914,SAMN10737164,Metagenome or environmental,33396184,NOVA SOUTHEASTERN UNIVERSITY,8/7/16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX5245516,CC60,uncalculated,uncalculated,Atlantic Ocean: Gulf of Mexico,Cryptopsaras couesii,Illumina MiSeq,Guts,26.9744 N 88.9683 W,CC60.GUT,PAIRED,PCR,GENOMIC,fish metagenome,ILLUMINA,2019-08-31T00:00:00Z,2019-01-13T16:31:00Z,1,MOCNESS,CC60.GUT,SRP178885
